-2.236067977499789450e+01,-5.601350283636974382e+03,-3.905078687584754334e+03,-6.614289077444379927e+01,-4.418470323539585110e+01,-4.391637507809587504e+01,-4.377335617025499232e+04,-1.198532435939887542e+01,-1.100145444929896676e+01,-6.747111515307866512e+02,-1.154797178683241867e+02,-2.341082957667348410e+02
0.000000000000000000e+00,3.227479666860815087e+03,8.524081792221117837e+01,4.670827257189966719e-01,5.019396455487755704e-01,-1.137110184669143376e-01,2.263375994280005088e+01,-5.917930388877545855e-02,-8.560859510193019606e-01,-3.547659840453576408e-02,-2.872903720563258823e+00,-8.427494892269835614e-01
0.000000000000000000e+00,0.000000000000000000e+00,-1.665868991355654771e+03,1.632795388035787054e+00,5.626836834430726242e-02,-1.026679407149600820e+00,4.487020945457763332e+01,7.891028844098479933e-03,-1.280915776678822060e-01,1.336587426266072498e+01,2.104097673347660624e+00,-1.167760912897527348e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.214395453188894436e+01,1.052462976717824183e+00,-2.169449887230538443e-01,-2.264339597459632358e+01,-1.950835635000050527e-01,-1.537150723571482080e-01,1.764416281712329493e+01,8.791987526075750736e-02,-5.669453045700734606e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.828521840573933233e+01,7.158146814324573004e-01,1.010686418314552526e+01,4.010573560471177856e-01,2.459532883173572992e-01,-1.338698273234394875e+01,8.176449576595805624e-01,9.942956151423366862e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.788087087960001753e+01,-3.933622806308117248e+01,-3.534485045731124986e-01,5.358944843509834133e-01,1.995088254564971209e+01,-1.344335256349354246e+00,-3.258056858269443801e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.898643923429164033e+02,-1.932070833336357873e-02,-6.790361047430659713e-01,-1.192429954490666022e+00,5.030196984377806046e-01,-1.658092283093854036e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.113661671275940712e+01,9.749809201840909934e-01,8.431641973043053184e+00,-1.134526787641399803e+00,-4.478108890940802667e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.106506788610303005e+01,-1.912366951035649798e+00,5.732440065703110932e+00,-1.387135839708711593e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.565160365769532405e+02,-1.811353451390004698e+00,-5.925049503771973036e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.332621815680305133e+01,8.020370621704817182e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.224311895842978402e+02
